Nome file,Classe,Sottoclasse,Durata
pygmy-blue-whale-song-1_seg15,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg16,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg17,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg18,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg19,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg2,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg20,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg21,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg22,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg23,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg24,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg25,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg26,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg27,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg28,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg29,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg3,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg30,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg31,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg32,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg33,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg34,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg35,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg36,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg37,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg38,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg39,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg4,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg40,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg41,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg42,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg43,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg44,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg45,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg46,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg47,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg48,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg49,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg5,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg50,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg6,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg7,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg8,Non-Target,Pygmy Blue Whale,4000
pygmy-blue-whale-song-1_seg9,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg1,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg10,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg100,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg101,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg102,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg103,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg104,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg105,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg106,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg107,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg108,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg109,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg11,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg110,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg111,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg112,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg113,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg114,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg115,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg116,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg117,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg118,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg119,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg12,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg120,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg121,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg122,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg123,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg124,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg125,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg126,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg127,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg128,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg129,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg13,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg130,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg131,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg132,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg133,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg134,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg135,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg136,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg137,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg138,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg139,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg14,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg140,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg141,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg142,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg143,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg144,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg145,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg146,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg147,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg148,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg149,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg15,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg150,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg151,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg152,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg153,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg154,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg155,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg156,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg157,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg158,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg159,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg16,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg160,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg161,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg162,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg163,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg164,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg165,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg166,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg167,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg168,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg169,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg17,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg170,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg171,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg172,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg173,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg174,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg175,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg176,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg177,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg178,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg179,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg18,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg180,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg181,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg182,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg183,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg184,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg185,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg186,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg187,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg188,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg189,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg19,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg190,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg191,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg192,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg193,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg194,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg195,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg196,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg197,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg198,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg199,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg2,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg20,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg200,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg21,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg22,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg23,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg24,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg25,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg26,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg27,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg28,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg29,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg3,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg30,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg31,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg32,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg33,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg34,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg35,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg36,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg37,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg38,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg39,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg4,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg40,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg41,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg42,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg43,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg44,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg45,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg46,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg47,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg48,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg49,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg5,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg50,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg51,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg52,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg53,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg54,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg55,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg56,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg57,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg58,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg59,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg6,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg60,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg61,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg62,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg63,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg64,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg65,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg66,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg67,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg68,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg69,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg7,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg70,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg71,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg72,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg73,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg74,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg75,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg76,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg77,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg78,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg79,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg8,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg80,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg81,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg82,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg83,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg84,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg85,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg86,Non-Target,Pygmy Blue Whale,4000
pygmy-Blue-Whale-Two-part-call-17-Nov-2011-Geo-Bay-090554_seg87,Non-Target,Pygmy Blue Whale,4000
