Nome file,Classe,Sottoclasse,Durata,Numero di segmento,File di Provenienza
Babo-downsweep-NOAA-PAGroup-06-x2speed-sei-whale-clip-fixed_seg2.wav,Non-Target,Sei whale,4.0,2,Babo-downsweep-NOAA-PAGroup-06-x2speed-sei-whale-clip-fixed.wav
Babo-downsweep-NOAA-PAGroup-06-x2speed-sei-whale-clip-fixed_seg3.wav,Non-Target,Sei whale,4.0,3,Babo-downsweep-NOAA-PAGroup-06-x2speed-sei-whale-clip-fixed.wav
Babo-downsweep-NOAA-PAGroup-06-x2speed-sei-whale-clip-fixed_seg4.wav,Non-Target,Sei whale,3.954,4,Babo-downsweep-NOAA-PAGroup-06-x2speed-sei-whale-clip-fixed.wav
SanctSound_SB02_03_seiwhale_20190402T203828Z_seg1.wav,Non-Target,Sei whale,4.0,1,SanctSound_SB02_03_seiwhale_20190402T203828Z.wav
SanctSound_SB02_03_seiwhale_20190402T203828Z_seg2.wav,Non-Target,Sei whale,1.0,2,SanctSound_SB02_03_seiwhale_20190402T203828Z.wav
CWR-sound20130218_040656_common_dolphin_whistles_seg1.wav,Non-Target,Short-beaked common dolphin,4.0,1,CWR-sound20130218_040656_common_dolphin_whistles.wav
CWR-sound20130218_040656_common_dolphin_whistles_seg2.wav,Non-Target,Short-beaked common dolphin,4.0,2,CWR-sound20130218_040656_common_dolphin_whistles.wav
CWR-sound20130218_040656_common_dolphin_whistles_seg3.wav,Non-Target,Short-beaked common dolphin,2.51425,3,CWR-sound20130218_040656_common_dolphin_whistles.wav
Dede-whistles-NOAA-PAGroup-01-short-beaked-common-dolphin-clip_seg1.wav,Non-Target,Short-beaked common dolphin,4.0,1,Dede-whistles-NOAA-PAGroup-01-short-beaked-common-dolphin-clip.wav
Dede-whistles-NOAA-PAGroup-01-short-beaked-common-dolphin-clip_seg2.wav,Non-Target,Short-beaked common dolphin,4.0,2,Dede-whistles-NOAA-PAGroup-01-short-beaked-common-dolphin-clip.wav
Dede-whistles-NOAA-PAGroup-01-short-beaked-common-dolphin-clip_seg3.wav,Non-Target,Short-beaked common dolphin,4.0,3,Dede-whistles-NOAA-PAGroup-01-short-beaked-common-dolphin-clip.wav
Dede-whistles-NOAA-PAGroup-01-short-beaked-common-dolphin-clip_seg4.wav,Non-Target,Short-beaked common dolphin,4.0,4,Dede-whistles-NOAA-PAGroup-01-short-beaked-common-dolphin-clip.wav
Dede-whistles-NOAA-PAGroup-01-short-beaked-common-dolphin-clip_seg5.wav,Non-Target,Short-beaked common dolphin,4.0,5,Dede-whistles-NOAA-PAGroup-01-short-beaked-common-dolphin-clip.wav
Dede-whistles-NOAA-PAGroup-01-short-beaked-common-dolphin-clip_seg6.wav,Non-Target,Short-beaked common dolphin,3.3244583333333333,6,Dede-whistles-NOAA-PAGroup-01-short-beaked-common-dolphin-clip.wav
Sue-clipped_P-_20130619_124456-copy_seg1.wav,Non-Target,Short-beaked common dolphin,4.0,1,Sue-clipped_P-_20130619_124456-copy.wav
Sue-clipped_P-_20130619_124456-copy_seg2.wav,Non-Target,Short-beaked common dolphin,1.5,2,Sue-clipped_P-_20130619_124456-copy.wav
Sue-P-_20130619_122308-copy_seg1.wav,Non-Target,Short-beaked common dolphin,4.0,1,Sue-P-_20130619_122308-copy.wav
Sue-P-_20130619_122308-copy_seg2.wav,Non-Target,Short-beaked common dolphin,1.3073854166666667,2,Sue-P-_20130619_122308-copy.wav
57021001_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,3.4551041666666666,1,57021001.wav
57021002_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,1,57021002.wav
57021002_seg2.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,2.0991354166666665,2,57021002.wav
57021003_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,2.01296875,1,57021003.wav
57021004_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,1,57021004.wav
57021004_seg2.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.4466354166666667,2,57021004.wav
57021005_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,1,57021005.wav
57021005_seg2.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,2.2092708333333335,2,57021005.wav
57021007_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.9357395833333333,1,57021007.wav
57021008_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.6571666666666667,1,57021008.wav
57021009_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.4212083333333334,1,57021009.wav
5702100A_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.1995729166666667,1,5702100A.wav
5702100B_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.0616666666666668,1,5702100B.wav
5702100C_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.9106041666666667,1,5702100C.wav
5702100D_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.6981666666666667,1,5702100D.wav
5702100E_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.8537708333333334,1,5702100E.wav
5702100F_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.8537708333333334,1,5702100F.wav
5702100G_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.48346875,1,5702100G.wav
5702100H_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.6490729166666667,1,5702100H.wav
5702100I_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.041875,1,5702100I.wav
5702100J_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,1,5702100J.wav
5702100J_seg2.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,2,5702100J.wav
5702100J_seg3.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,3,5702100J.wav
5702100J_seg4.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,4,5702100J.wav
5702100J_seg5.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,5,5702100J.wav
5702100J_seg6.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,6,5702100J.wav
5702100J_seg7.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,7,5702100J.wav
5702100J_seg8.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,8,5702100J.wav
5702100J_seg9.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,9,5702100J.wav
5702100J_seg10.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,10,5702100J.wav
5702100J_seg11.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,11,5702100J.wav
5702100J_seg12.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,12,5702100J.wav
5702100J_seg13.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,13,5702100J.wav
5702100J_seg14.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,3.2485208333333335,14,5702100J.wav
5702100K_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,1,5702100K.wav
5702100K_seg2.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,2,5702100K.wav
5702100K_seg3.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,3,5702100K.wav
5702100K_seg4.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,4,5702100K.wav
5702100K_seg5.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,5,5702100K.wav
5702100K_seg6.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,6,5702100K.wav
5702100K_seg7.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,7,5702100K.wav
5702100K_seg8.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,8,5702100K.wav
5702100K_seg9.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,9,5702100K.wav
5702100K_seg10.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,10,5702100K.wav
5702100K_seg11.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,11,5702100K.wav
5702100K_seg12.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,12,5702100K.wav
5702100K_seg13.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,13,5702100K.wav
5702100K_seg14.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,14,5702100K.wav
5702100K_seg15.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,15,5702100K.wav
5702100K_seg16.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,16,5702100K.wav
5702100K_seg17.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,17,5702100K.wav
5702100K_seg18.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,18,5702100K.wav
5702100K_seg19.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,19,5702100K.wav
5702100K_seg20.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,20,5702100K.wav
5702100K_seg21.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,21,5702100K.wav
5702100K_seg22.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,22,5702100K.wav
5702100K_seg23.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,23,5702100K.wav
5702100K_seg24.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,24,5702100K.wav
5702100K_seg25.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,25,5702100K.wav
5702100K_seg26.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,26,5702100K.wav
5702100K_seg27.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,27,5702100K.wav
5702100K_seg28.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,28,5702100K.wav
5702100K_seg29.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,29,5702100K.wav
5702100K_seg30.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,30,5702100K.wav
5702100K_seg31.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,31,5702100K.wav
5702100K_seg32.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,32,5702100K.wav
5702100K_seg33.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,33,5702100K.wav
5702100K_seg34.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,34,5702100K.wav
5702100K_seg35.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,35,5702100K.wav
5702100K_seg36.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,36,5702100K.wav
5702100K_seg37.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,37,5702100K.wav
5702100K_seg38.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,38,5702100K.wav
5702100K_seg39.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,39,5702100K.wav
5702100K_seg40.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,40,5702100K.wav
5702100K_seg41.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,41,5702100K.wav
5702100K_seg42.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,42,5702100K.wav
5702100K_seg43.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,43,5702100K.wav
5702100K_seg44.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,44,5702100K.wav
5702100K_seg45.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,45,5702100K.wav
5702100K_seg46.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,46,5702100K.wav
5702100K_seg47.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,3.3453020833333333,47,5702100K.wav
5702100L_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,1,5702100L.wav
5702100L_seg2.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,2,5702100L.wav
5702100L_seg3.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,3,5702100L.wav
5702100L_seg4.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,4,5702100L.wav
5702100L_seg5.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,5,5702100L.wav
5702100L_seg6.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,6,5702100L.wav
5702100L_seg7.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,7,5702100L.wav
5702100L_seg8.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,8,5702100L.wav
5702100L_seg9.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,9,5702100L.wav
5702100L_seg10.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,10,5702100L.wav
5702100L_seg11.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,11,5702100L.wav
5702100L_seg12.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,12,5702100L.wav
5702100L_seg13.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,13,5702100L.wav
5702100L_seg14.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,14,5702100L.wav
5702100L_seg15.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,15,5702100L.wav
5702100L_seg16.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,16,5702100L.wav
5702100L_seg17.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,17,5702100L.wav
5702100L_seg18.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,18,5702100L.wav
5702100L_seg19.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,19,5702100L.wav
5702100L_seg20.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,3.32346875,20,5702100L.wav
5702100N_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,1,5702100N.wav
5702100N_seg2.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,2,5702100N.wav
5702100N_seg3.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,3,5702100N.wav
5702100N_seg4.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,4,5702100N.wav
5702100N_seg5.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,5,5702100N.wav
5702100N_seg6.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,6,5702100N.wav
5702100N_seg7.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,7,5702100N.wav
5702100N_seg8.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,8,5702100N.wav
5702100N_seg9.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,3.295,9,5702100N.wav
81037001_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,2.2345,1,81037001.wav
81037002_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,3.500208333333333,1,81037002.wav
81037004_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,1,81037004.wav
81037004_seg2.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.24380208333333334,2,81037004.wav
81037005_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,1,81037005.wav
81037005_seg2.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.574375,2,81037005.wav
81037007_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.4203125,1,81037007.wav
81037008_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.4203125,1,81037008.wav
8103700A_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.125,1,8103700A.wav
8103700B_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.4203125,1,8103700B.wav
8103700C_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.4203125,1,8103700C.wav
8103700E_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.4203125,1,8103700E.wav
8103700F_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.4203125,1,8103700F.wav
8103700G_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.4203125,1,8103700G.wav
8103700H_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.4203125,1,8103700H.wav
8103700L_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.4203125,1,8103700L.wav
8103700P_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.9375,1,8103700P.wav
8103700U_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.4203125,1,8103700U.wav
8103700V_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.4203125,1,8103700V.wav
81037011_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.3861354166666667,1,81037011.wav
91005006_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.39125,1,91005006.wav
9100500N_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.31075,1,9100500N.wav
9100500R_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.457,1,9100500R.wav
9100500S_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.786,1,9100500S.wav
9100500Y_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,2.0915,1,9100500Y.wav
91005010_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,2.632,1,91005010.wav
91005011_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.204375,1,91005011.wav
91005012_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.462875,1,91005012.wav
91005014_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.974,1,91005014.wav
91005015_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,4.0,1,91005015.wav
91005015_seg2.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.422,2,91005015.wav
9100501D_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.9825,1,9100501D.wav
9100501K_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.698375,1,9100501K.wav
9100501S_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.8360520833333334,1,9100501S.wav
9100501T_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.5431979166666666,1,9100501T.wav
9100501V_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.7672083333333334,1,9100501V.wav
9100501W_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.8428020833333333,1,9100501W.wav
91005020_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.6748020833333334,1,91005020.wav
91005029_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.1655,1,91005029.wav
9100502F_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.183875,1,9100502F.wav
9100502M_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.7727083333333333,1,9100502M.wav
91005036_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.1505,1,91005036.wav
91005039_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.6768020833333334,1,91005039.wav
9100503E_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.872625,1,9100503E.wav
9100503J_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.853125,1,9100503J.wav
9100503O_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,1.3146770833333334,1,9100503O.wav
9100503P_seg1.wav,Non-Target,Short-Finned (Pacific) Pilot Whale,0.8386041666666667,1,9100503P.wav
Globicephala_macrorhynchus_Clicks-1_seg1.wav,Non-Target,Short-finned Pilot Whale,2.0692291666666667,1,Globicephala_macrorhynchus_Clicks-1.wav
Globicephala_macrorhynchus_Whistles-1_seg1.wav,Non-Target,Short-finned Pilot Whale,3.8451145833333333,1,Globicephala_macrorhynchus_Whistles-1.wav
SanctSound_CI01_01_snappingshrimp_20181101T080448Z_seg1.wav,Non-Target,Snapping shrimp,4.0,1,SanctSound_CI01_01_snappingshrimp_20181101T080448Z.wav
SanctSound_CI01_01_snappingshrimp_20181101T080448Z_seg2.wav,Non-Target,Snapping shrimp,2.0905625,2,SanctSound_CI01_01_snappingshrimp_20181101T080448Z.wav
SanctSound_FK02_03_snappingshrimp_20191103T014035Z_seg1.wav,Non-Target,Snapping shrimp,4.0,1,SanctSound_FK02_03_snappingshrimp_20191103T014035Z.wav
SanctSound_FK02_03_snappingshrimp_20191103T014035Z_seg2.wav,Non-Target,Snapping shrimp,1.0000208333333334,2,SanctSound_FK02_03_snappingshrimp_20191103T014035Z.wav
SanctSound_GR01_01_snappingshrimp_20181228T004950Z_seg1.wav,Non-Target,Snapping shrimp,4.0,1,SanctSound_GR01_01_snappingshrimp_20181228T004950Z.wav
SanctSound_GR01_01_snappingshrimp_20181228T004950Z_seg2.wav,Non-Target,Snapping shrimp,1.0000208333333334,2,SanctSound_GR01_01_snappingshrimp_20181228T004950Z.wav
SanctSound_HI06_01_snappingshrimp_20200630T151547Z_seg1.wav,Non-Target,Snapping shrimp,4.0,1,SanctSound_HI06_01_snappingshrimp_20200630T151547Z.wav
SanctSound_HI06_01_snappingshrimp_20200630T151547Z_seg2.wav,Non-Target,Snapping shrimp,1.0980625,2,SanctSound_HI06_01_snappingshrimp_20200630T151547Z.wav
SanctSound_MB01_05_snappingshrimp_20200425T103600Z_seg1.wav,Non-Target,Snapping shrimp,4.0,1,SanctSound_MB01_05_snappingshrimp_20200425T103600Z.wav
SanctSound_MB01_05_snappingshrimp_20200425T103600Z_seg2.wav,Non-Target,Snapping shrimp,1.0265208333333333,2,SanctSound_MB01_05_snappingshrimp_20200425T103600Z.wav
SanctSound_PM05_01_snappingshrimp_20191001T040002Z_seg1.wav,Non-Target,Snapping shrimp,4.0,1,SanctSound_PM05_01_snappingshrimp_20191001T040002Z.wav
SanctSound_PM05_01_snappingshrimp_20191001T040002Z_seg2.wav,Non-Target,Snapping shrimp,1.0624791666666666,2,SanctSound_PM05_01_snappingshrimp_20191001T040002Z.wav
Snapping-Shrimp_seg1.wav,Non-Target,Snapping shrimp,4.0,1,Snapping-Shrimp.wav
Snapping-Shrimp_seg2.wav,Non-Target,Snapping shrimp,4.0,2,Snapping-Shrimp.wav
Snapping-Shrimp_seg3.wav,Non-Target,Snapping shrimp,2.3096666666666668,3,Snapping-Shrimp.wav
SanctSound_CI01_01_soundscape_20181106T132459Z_seg1.wav,Non-Target,Soundscape,4.0,1,SanctSound_CI01_01_soundscape_20181106T132459Z.wav
SanctSound_CI01_01_soundscape_20181106T132459Z_seg2.wav,Non-Target,Soundscape,1.0,2,SanctSound_CI01_01_soundscape_20181106T132459Z.wav
SanctSound_CI02_01_soundscape_20181103T005547Z_seg1.wav,Non-Target,Soundscape,4.0,1,SanctSound_CI02_01_soundscape_20181103T005547Z.wav
SanctSound_CI02_01_soundscape_20181103T005547Z_seg2.wav,Non-Target,Soundscape,1.0,2,SanctSound_CI02_01_soundscape_20181103T005547Z.wav
SanctSound_CI03_04_soundscape_20200821T1114528Z_seg1.wav,Non-Target,Soundscape,4.0,1,SanctSound_CI03_04_soundscape_20200821T1114528Z.wav
SanctSound_CI03_04_soundscape_20200821T1114528Z_seg2.wav,Non-Target,Soundscape,4.0,2,SanctSound_CI03_04_soundscape_20200821T1114528Z.wav
SanctSound_CI03_04_soundscape_20200821T1114528Z_seg3.wav,Non-Target,Soundscape,4.0,3,SanctSound_CI03_04_soundscape_20200821T1114528Z.wav
SanctSound_CI03_04_soundscape_20200821T1114528Z_seg4.wav,Non-Target,Soundscape,4.0,4,SanctSound_CI03_04_soundscape_20200821T1114528Z.wav
SanctSound_CI03_04_soundscape_20200821T1114528Z_seg5.wav,Non-Target,Soundscape,4.0,5,SanctSound_CI03_04_soundscape_20200821T1114528Z.wav
SanctSound_CI03_04_soundscape_20200821T1114528Z_seg6.wav,Non-Target,Soundscape,4.0,6,SanctSound_CI03_04_soundscape_20200821T1114528Z.wav
SanctSound_CI03_04_soundscape_20200821T1114528Z_seg7.wav,Non-Target,Soundscape,4.0,7,SanctSound_CI03_04_soundscape_20200821T1114528Z.wav
SanctSound_CI03_04_soundscape_20200821T1114528Z_seg8.wav,Non-Target,Soundscape,4.0,8,SanctSound_CI03_04_soundscape_20200821T1114528Z.wav
SanctSound_CI03_04_soundscape_20200821T1114528Z_seg9.wav,Non-Target,Soundscape,4.0,9,SanctSound_CI03_04_soundscape_20200821T1114528Z.wav
SanctSound_CI03_04_soundscape_20200821T1114528Z_seg10.wav,Non-Target,Soundscape,4.0,10,SanctSound_CI03_04_soundscape_20200821T1114528Z.wav
SanctSound_CI03_04_soundscape_20200821T1114528Z_seg11.wav,Non-Target,Soundscape,4.0,11,SanctSound_CI03_04_soundscape_20200821T1114528Z.wav
SanctSound_CI03_04_soundscape_20200821T1114528Z_seg12.wav,Non-Target,Soundscape,4.0,12,SanctSound_CI03_04_soundscape_20200821T1114528Z.wav
SanctSound_CI03_04_soundscape_20200821T1114528Z_seg13.wav,Non-Target,Soundscape,4.0,13,SanctSound_CI03_04_soundscape_20200821T1114528Z.wav
SanctSound_CI03_04_soundscape_20200821T1114528Z_seg14.wav,Non-Target,Soundscape,4.0,14,SanctSound_CI03_04_soundscape_20200821T1114528Z.wav
SanctSound_CI03_04_soundscape_20200821T1114528Z_seg15.wav,Non-Target,Soundscape,4.0,15,SanctSound_CI03_04_soundscape_20200821T1114528Z.wav
SanctSound_CI04_01_soundscape_20181112T202445Z_seg1.wav,Non-Target,Soundscape,4.0,1,SanctSound_CI04_01_soundscape_20181112T202445Z.wav
SanctSound_CI04_01_soundscape_20181112T202445Z_seg2.wav,Non-Target,Soundscape,4.0,2,SanctSound_CI04_01_soundscape_20181112T202445Z.wav
SanctSound_CI04_01_soundscape_20181112T202445Z_seg3.wav,Non-Target,Soundscape,4.0,3,SanctSound_CI04_01_soundscape_20181112T202445Z.wav
SanctSound_CI04_01_soundscape_20181112T202445Z_seg4.wav,Non-Target,Soundscape,4.0,4,SanctSound_CI04_01_soundscape_20181112T202445Z.wav
SanctSound_CI04_01_soundscape_20181112T202445Z_seg5.wav,Non-Target,Soundscape,4.0,5,SanctSound_CI04_01_soundscape_20181112T202445Z.wav
SanctSound_CI04_01_soundscape_20181112T202445Z_seg6.wav,Non-Target,Soundscape,4.0,6,SanctSound_CI04_01_soundscape_20181112T202445Z.wav
SanctSound_CI04_01_soundscape_20181112T202445Z_seg7.wav,Non-Target,Soundscape,4.0,7,SanctSound_CI04_01_soundscape_20181112T202445Z.wav
SanctSound_CI04_01_soundscape_20181112T202445Z_seg8.wav,Non-Target,Soundscape,4.0,8,SanctSound_CI04_01_soundscape_20181112T202445Z.wav
SanctSound_CI04_01_soundscape_20181112T202445Z_seg9.wav,Non-Target,Soundscape,4.0,9,SanctSound_CI04_01_soundscape_20181112T202445Z.wav
SanctSound_CI04_01_soundscape_20181112T202445Z_seg10.wav,Non-Target,Soundscape,4.0,10,SanctSound_CI04_01_soundscape_20181112T202445Z.wav
SanctSound_CI04_01_soundscape_20181112T202445Z_seg11.wav,Non-Target,Soundscape,4.0,11,SanctSound_CI04_01_soundscape_20181112T202445Z.wav
SanctSound_CI04_01_soundscape_20181112T202445Z_seg12.wav,Non-Target,Soundscape,4.0,12,SanctSound_CI04_01_soundscape_20181112T202445Z.wav
