Nome file,Classe,Sottoclasse,Ampiezza del segnale,Durata,Frequenza,Numero di canali,Fase,Frequenza massima interna,Bit Depth,Forma d'onda
6106400L,Non-Target,"Fin, Finback Whale",0.03466797,83.93333333333334,600,1,0.0043945312,0.0,Signed 16 bit PCM,"(50360,)"
6106400O,Non-Target,"Fin, Finback Whale",0.12207031,27.321666666666665,600,1,-0.00390625,0.0,Signed 16 bit PCM,"(16393,)"
61079002,Non-Target,"Fin, Finback Whale",0.033203125,90.32333333333334,600,1,0.001953125,0.0,Signed 16 bit PCM,"(54194,)"
61079005,Non-Target,"Fin, Finback Whale",0.07910156,44.775,600,1,0.0,0.0,Signed 16 bit PCM,"(26865,)"
61079006,Non-Target,"Fin, Finback Whale",0.05126953,31.58,600,1,0.0024414062,0.0,Signed 16 bit PCM,"(18948,)"
61079007,Non-Target,"Fin, Finback Whale",0.045410156,32.655,600,1,0.0009765625,0.0,Signed 16 bit PCM,"(19593,)"
61079009,Non-Target,"Fin, Finback Whale",0.08691406,35.155,600,1,0.0014648438,0.0,Signed 16 bit PCM,"(21093,)"
6107900A,Non-Target,"Fin, Finback Whale",0.06982422,29.473333333333333,600,1,0.0048828125,0.0,Signed 16 bit PCM,"(17684,)"
6107900B,Non-Target,"Fin, Finback Whale",0.11035156,64.13333333333334,600,1,0.0009765625,0.0,Signed 16 bit PCM,"(38480,)"
6107900C,Non-Target,"Fin, Finback Whale",0.12207031,38.71,600,1,0.001953125,0.0,Signed 16 bit PCM,"(23226,)"
6107900D,Non-Target,"Fin, Finback Whale",0.119628906,81.46666666666667,600,1,0.001953125,0.0,Signed 16 bit PCM,"(48880,)"
6107900E,Non-Target,"Fin, Finback Whale",0.08105469,81.49,600,1,0.0024414062,0.0,Signed 16 bit PCM,"(48894,)"
6107900F,Non-Target,"Fin, Finback Whale",0.087890625,66.98333333333333,600,1,0.0009765625,0.0,Signed 16 bit PCM,"(40190,)"
6107900G,Non-Target,"Fin, Finback Whale",0.06933594,46.8,600,1,0.001953125,0.0,Signed 16 bit PCM,"(28080,)"
6107900H,Non-Target,"Fin, Finback Whale",0.076660156,87.1,600,1,0.0,0.0,Signed 16 bit PCM,"(52260,)"
6107900I,Non-Target,"Fin, Finback Whale",0.08300781,98.97333333333333,600,1,0.0029296875,0.0,Signed 16 bit PCM,"(59384,)"
6107900J,Non-Target,"Fin, Finback Whale",0.09082031,101.91333333333333,600,1,0.001953125,0.0,Signed 16 bit PCM,"(61148,)"
6107900K,Non-Target,"Fin, Finback Whale",0.03515625,31.898333333333333,600,1,0.0014648438,0.0,Signed 16 bit PCM,"(19139,)"
6107900L,Non-Target,"Fin, Finback Whale",0.049316406,25.005,600,1,0.0,0.0,Signed 16 bit PCM,"(15003,)"
6107900M,Non-Target,"Fin, Finback Whale",0.038085938,86.615,600,1,0.0014648438,0.0,Signed 16 bit PCM,"(51969,)"
6107900N,Non-Target,"Fin, Finback Whale",0.032226562,75.92,600,1,0.00048828125,0.0,Signed 16 bit PCM,"(45552,)"
78014003,Non-Target,"Fin, Finback Whale",0.23925781,24.0,640,1,0.036621094,0.0,Signed 16 bit PCM,"(15360,)"
78014004,Non-Target,"Fin, Finback Whale",0.18896484,24.0,640,1,0.033691406,0.0,Signed 16 bit PCM,"(15360,)"
78014005,Non-Target,"Fin, Finback Whale",0.2055664,24.0,640,1,0.01171875,0.0,Signed 16 bit PCM,"(15360,)"
78014006,Non-Target,"Fin, Finback Whale",0.22802734,24.0,640,1,0.008300781,0.0,Signed 16 bit PCM,"(15360,)"
78014007,Non-Target,"Fin, Finback Whale",0.22705078,24.0,640,1,-0.034179688,0.0,Signed 16 bit PCM,"(15360,)"
78014008,Non-Target,"Fin, Finback Whale",0.21386719,24.0,640,1,0.052246094,0.0,Signed 16 bit PCM,"(15360,)"
78014009,Non-Target,"Fin, Finback Whale",0.21435547,24.0,640,1,-0.03125,0.0,Signed 16 bit PCM,"(15360,)"
7801400A,Non-Target,"Fin, Finback Whale",0.22265625,24.0,640,1,-0.014160156,0.0,Signed 16 bit PCM,"(15360,)"
atlfin,Non-Target,"Fin, Finback Whale",0.6922612,18.576,32000,2,0.0,0.0,MPEG Layer III,"(594432,)"
Balaenoptera_physalus_pulses-1,Non-Target,"Fin, Finback Whale",1.0,300.001,10000,1,0.0138549805,0.0,Signed 16 bit PCM,"(3000010,)"
Baph-song-NOAA-PAGroup-05-x5speed-fin-clip-fixed,Non-Target,"Fin, Finback Whale",1.3955468,69.22,8000,1,-0.008434892,0.0,MPEG Layer III,"(553760,)"
SanctSound_CI02_01_finwhale_20181107T021555Z,Non-Target,"Fin, Finback Whale",0.0034179688,4.942,2000,1,-0.0026245117,0.0,Signed 16 bit PCM,"(9884,)"
SanctSound_CI05_04_finwhale_20191228T134133Z,Non-Target,"Fin, Finback Whale",0.0075683594,60.0,4000,1,6.1035156e-05,391.42395,Signed 16 bit PCM,"(240000,)"
SanctSound_MB01_05_finwhale_20200417T214135Z,Non-Target,"Fin, Finback Whale",0.0020446777,100.0,48000,1,0.0011901855,0.0,Signed 16 bit PCM,"(4800000,)"
SanctSound_OC02_02_finwhale_20190905T020206Z,Non-Target,"Fin, Finback Whale",0.0029907227,28.0,48000,1,-6.1035156e-05,0.0,Signed 16 bit PCM,"(1344000,)"
SanctSound_SB03_05_finwhale_20190923T074930Z,Non-Target,"Fin, Finback Whale",0.011688232,60.00002083333333,48000,1,0.009124756,0.0,Signed 16 bit PCM,"(2880001,)"
SanctSound_FK02_01_fishchorus_20190416T004332Z,Non-Target,Fish chorus,0.25128174,5.0,48000,1,0.0,0.0,Signed 16 bit PCM,"(240000,)"
SanctSound_GR01_02_fishchorus_20190902T004059Z,Non-Target,Fish chorus,0.25112915,5.0,48000,1,0.0,0.0,Signed 16 bit PCM,"(240000,)"
SanctSound_HI06_01_fishchorus_20200615T031758Z,Non-Target,Fish chorus,0.25115967,5.134557823129252,44100,1,0.0,0.0,Signed 16 bit PCM,"(226434,)"
SanctSound_PM05_01_fishchorus_20191006T060002Z,Non-Target,Fish chorus,0.2511902,5.010229166666667,48000,1,0.0,0.0,Signed 16 bit PCM,"(240491,)"
91008005,Non-Target,Fraser_s Dolphin,0.5722656,1.89061279296875,81920,1,0.020019531,0.0,Signed 16 bit PCM,"(154879,)"
91008008,Non-Target,Fraser_s Dolphin,0.5024414,0.6882568359375,81920,1,0.030761719,0.0,Signed 16 bit PCM,"(56382,)"
91008009,Non-Target,Fraser_s Dolphin,0.5722656,0.7238525390625,81920,1,-0.06347656,0.0,Signed 16 bit PCM,"(59298,)"
9100800A,Non-Target,Fraser_s Dolphin,0.41455078,0.5953857421875,81920,1,0.021972656,0.0,Signed 16 bit PCM,"(48774,)"
9100800B,Non-Target,Fraser_s Dolphin,0.5024414,0.670458984375,81920,1,0.030761719,0.0,Signed 16 bit PCM,"(54924,)"
9100800C,Non-Target,Fraser_s Dolphin,0.5722656,0.72607421875,81920,1,0.022460938,0.0,Signed 16 bit PCM,"(59480,)"
9100800D,Non-Target,Fraser_s Dolphin,0.41455078,0.8543701171875,81920,1,-0.048828125,0.0,Signed 16 bit PCM,"(69990,)"
9100800E,Non-Target,Fraser_s Dolphin,0.40771484,7.428003300330033,60600,1,0.06933594,0.0,Signed 16 bit PCM,"(450137,)"
9100800F,Non-Target,Fraser_s Dolphin,0.47753906,10.409455445544554,60600,1,-0.013671875,0.0,Signed 16 bit PCM,"(630813,)"
91010004,Non-Target,Fraser_s Dolphin,0.4794922,1.41796875,81920,1,0.025390625,0.0,Signed 16 bit PCM,"(116160,)"
9101000F,Non-Target,Fraser_s Dolphin,0.31347656,1.41796875,81920,1,-0.0029296875,0.0,Signed 16 bit PCM,"(116160,)"
9101000H,Non-Target,Fraser_s Dolphin,0.2998047,3.78123779296875,81920,1,-0.00048828125,0.0,Signed 16 bit PCM,"(309759,)"
9101000K,Non-Target,Fraser_s Dolphin,0.22216797,0.821875,81920,1,-0.029296875,0.0,Signed 16 bit PCM,"(67328,)"
9101000S,Non-Target,Fraser_s Dolphin,0.32714844,2.14373779296875,81920,1,-0.044921875,0.0,Signed 16 bit PCM,"(175615,)"
9101000W,Non-Target,Fraser_s Dolphin,0.49804688,3.78123779296875,81920,1,0.09472656,0.0,Signed 16 bit PCM,"(309759,)"
9101000X,Non-Target,Fraser_s Dolphin,0.49804688,3.54373779296875,81920,1,0.028320312,0.0,Signed 16 bit PCM,"(290303,)"
9101000Y,Non-Target,Fraser_s Dolphin,0.6010742,3.78123779296875,81920,1,0.052246094,0.0,Signed 16 bit PCM,"(309759,)"
9101000Z,Non-Target,Fraser_s Dolphin,0.6010742,3.78123779296875,81920,1,0.048339844,0.0,Signed 16 bit PCM,"(309759,)"
91010010,Non-Target,Fraser_s Dolphin,0.5644531,1.03828125,81920,1,0.05078125,0.0,Signed 16 bit PCM,"(85056,)"
91010014,Non-Target,Fraser_s Dolphin,0.62646484,1.41796875,81920,1,0.09033203,0.0,Signed 16 bit PCM,"(116160,)"
91010019,Non-Target,Fraser_s Dolphin,0.32421875,1.29061279296875,81920,1,0.05126953,0.0,Signed 16 bit PCM,"(105727,)"
9101001D,Non-Target,Fraser_s Dolphin,0.5986328,3.78123779296875,81920,1,-0.012207031,0.0,Signed 16 bit PCM,"(309759,)"
9101001H,Non-Target,Fraser_s Dolphin,0.5209961,3.48748779296875,81920,1,0.012207031,0.0,Signed 16 bit PCM,"(285695,)"
9101001L,Non-Target,Fraser_s Dolphin,0.4790039,3.71873779296875,81920,1,0.068847656,0.0,Signed 16 bit PCM,"(304639,)"
9101001M,Non-Target,Fraser_s Dolphin,0.4008789,1.89061279296875,81920,1,-0.03857422,0.0,Signed 16 bit PCM,"(154879,)"
9101001O,Non-Target,Fraser_s Dolphin,0.24658203,1.02421875,81920,1,0.020019531,0.0,Signed 16 bit PCM,"(83904,)"
9101001P,Non-Target,Fraser_s Dolphin,0.35595703,0.8109375,81920,1,-0.016113281,0.0,Signed 16 bit PCM,"(66432,)"
9101001Q,Non-Target,Fraser_s Dolphin,0.6948242,0.8662353515625,81920,1,-0.0073242188,0.0,Signed 16 bit PCM,"(70962,)"
9101001R,Non-Target,Fraser_s Dolphin,0.40283203,1.0953369140625,81920,1,0.022949219,0.0,Signed 16 bit PCM,"(89730,)"
9101001S,Non-Target,Fraser_s Dolphin,0.53515625,0.775634765625,81920,1,-0.044921875,0.0,Signed 16 bit PCM,"(63540,)"
9101001T,Non-Target,Fraser_s Dolphin,0.6635742,0.9467529296875,81920,1,-0.045898438,0.0,Signed 16 bit PCM,"(77558,)"
9101001U,Non-Target,Fraser_s Dolphin,0.36572266,0.3405029296875,81920,1,-0.032226562,0.0,Signed 16 bit PCM,"(27894,)"
9101001V,Non-Target,Fraser_s Dolphin,0.4609375,1.0131591796875,81920,1,-0.03173828,0.0,Signed 16 bit PCM,"(82998,)"
9101001W,Non-Target,Fraser_s Dolphin,0.38671875,0.94541015625,81920,1,0.018554688,0.0,Signed 16 bit PCM,"(77448,)"
9101001X,Non-Target,Fraser_s Dolphin,0.6425781,1.137890625,81920,1,-0.072753906,0.0,Signed 16 bit PCM,"(93216,)"
9101001Y,Non-Target,Fraser_s Dolphin,0.359375,1.136865234375,81920,1,0.103027344,0.0,Signed 16 bit PCM,"(93132,)"
9101001Z,Non-Target,Fraser_s Dolphin,0.45507812,0.46922607421875,81920,1,-0.010253906,0.0,Signed 16 bit PCM,"(38439,)"
91010020,Non-Target,Fraser_s Dolphin,0.5175781,0.54708251953125,81920,1,0.05126953,0.0,Signed 16 bit PCM,"(44817,)"
91010021,Non-Target,Fraser_s Dolphin,0.36865234,0.59913330078125,81920,1,0.032226562,0.0,Signed 16 bit PCM,"(49081,)"
91010022,Non-Target,Fraser_s Dolphin,0.30322266,0.71383056640625,81920,1,0.041503906,0.0,Signed 16 bit PCM,"(58477,)"
91010023,Non-Target,Fraser_s Dolphin,0.23486328,0.9802001953125,81920,1,-0.0068359375,0.0,Signed 16 bit PCM,"(80298,)"
91010024,Non-Target,Fraser_s Dolphin,0.3017578,0.766748046875,81920,1,-0.07324219,0.0,Signed 16 bit PCM,"(62812,)"
91010025,Non-Target,Fraser_s Dolphin,0.6113281,30.025082508250826,60600,1,0.44140625,0.0,Signed 16 bit PCM,"(1819520,)"
91010026,Non-Target,Fraser_s Dolphin,0.53759766,17.264422442244225,60600,1,-0.051757812,0.0,Signed 16 bit PCM,"(1046224,)"
91010027,Non-Target,Fraser_s Dolphin,0.54541016,14.374653465346535,60600,1,0.015136719,0.0,Signed 16 bit PCM,"(871104,)"
91010028,Non-Target,Fraser_s Dolphin,0.4477539,12.945742574257427,60600,1,-0.076171875,0.0,Signed 16 bit PCM,"(784512,)"
91010029,Non-Target,Fraser_s Dolphin,0.5029297,30.943894389438945,60600,1,-0.026367188,0.0,Signed 16 bit PCM,"(1875200,)"
9101002A,Non-Target,Fraser_s Dolphin,0.359375,30.943894389438945,60600,1,-0.038085938,0.0,Signed 16 bit PCM,"(1875200,)"
9101002B,Non-Target,Fraser_s Dolphin,0.56347656,24.506930693069307,60600,1,-0.051757812,0.0,Signed 16 bit PCM,"(1485120,)"
9101002C,Non-Target,Fraser_s Dolphin,0.46191406,21.86772277227723,60600,1,-0.016113281,0.0,Signed 16 bit PCM,"(1325184,)"
91013001,Non-Target,Fraser_s Dolphin,0.4326172,1.89061279296875,81920,1,0.16259766,0.0,Signed 16 bit PCM,"(154879,)"
91013002,Non-Target,Fraser_s Dolphin,0.4194336,1.89061279296875,81920,1,-0.16210938,0.0,Signed 16 bit PCM,"(154879,)"
91013003,Non-Target,Fraser_s Dolphin,0.4321289,1.89061279296875,81920,1,-0.07714844,0.0,Signed 16 bit PCM,"(154879,)"
91013004,Non-Target,Fraser_s Dolphin,0.4165039,1.89061279296875,81920,1,-0.0073242188,0.0,Signed 16 bit PCM,"(154879,)"
91013005,Non-Target,Fraser_s Dolphin,0.42382812,1.89061279296875,81920,1,0.0126953125,0.0,Signed 16 bit PCM,"(154879,)"
91013008,Non-Target,Fraser_s Dolphin,0.55810547,1.89061279296875,81920,1,-0.14892578,0.0,Signed 16 bit PCM,"(154879,)"
9101300A,Non-Target,Fraser_s Dolphin,0.6538086,1.89061279296875,81920,1,-0.19824219,0.0,Signed 16 bit PCM,"(154879,)"
9101300B,Non-Target,Fraser_s Dolphin,0.6142578,3.78123779296875,81920,1,-0.020019531,0.0,Signed 16 bit PCM,"(309759,)"
9101300C,Non-Target,Fraser_s Dolphin,0.62841797,3.78123779296875,81920,1,0.119628906,0.0,Signed 16 bit PCM,"(309759,)"
9101300D,Non-Target,Fraser_s Dolphin,0.68408203,3.78123779296875,81920,1,0.1616211,0.0,Signed 16 bit PCM,"(309759,)"
9101300E,Non-Target,Fraser_s Dolphin,0.6533203,1.89061279296875,81920,1,-0.119628906,0.0,Signed 16 bit PCM,"(154879,)"
9101300F,Non-Target,Fraser_s Dolphin,0.64941406,1.89061279296875,81920,1,0.22998047,0.0,Signed 16 bit PCM,"(154879,)"
9101300H,Non-Target,Fraser_s Dolphin,0.65966797,3.78123779296875,81920,1,-0.044921875,0.0,Signed 16 bit PCM,"(309759,)"
9101300I,Non-Target,Fraser_s Dolphin,0.6269531,3.78123779296875,81920,1,-0.072265625,0.0,Signed 16 bit PCM,"(309759,)"
9101300J,Non-Target,Fraser_s Dolphin,0.7055664,3.78123779296875,81920,1,0.080078125,0.0,Signed 16 bit PCM,"(309759,)"
9101300K,Non-Target,Fraser_s Dolphin,0.6640625,3.78123779296875,81920,1,-0.07519531,0.0,Signed 16 bit PCM,"(309759,)"
9101300N,Non-Target,Fraser_s Dolphin,0.68115234,3.78123779296875,81920,1,-0.0234375,0.0,Signed 16 bit PCM,"(309759,)"
9101300U,Non-Target,Fraser_s Dolphin,0.7114258,3.78123779296875,81920,1,-0.16699219,0.0,Signed 16 bit PCM,"(309759,)"
9101300X,Non-Target,Fraser_s Dolphin,0.7495117,3.78123779296875,81920,1,0.020019531,0.0,Signed 16 bit PCM,"(309759,)"
9101300Y,Non-Target,Fraser_s Dolphin,0.68652344,2.35623779296875,81920,1,-0.068359375,0.0,Signed 16 bit PCM,"(193023,)"
91013014,Non-Target,Fraser_s Dolphin,0.51953125,1.5,81920,1,0.03515625,0.0,Signed 16 bit PCM,"(122880,)"
91013016,Non-Target,Fraser_s Dolphin,0.484375,1.425,81920,1,0.123046875,0.0,Signed 16 bit PCM,"(116736,)"
9101301A,Non-Target,Fraser_s Dolphin,0.5102539,0.62183837890625,81920,1,-0.0234375,0.0,Signed 16 bit PCM,"(50941,)"
9101301B,Non-Target,Fraser_s Dolphin,0.6191406,0.67701416015625,81920,1,-0.048339844,0.0,Signed 16 bit PCM,"(55461,)"
9101301C,Non-Target,Fraser_s Dolphin,0.6660156,0.753662109375,81920,1,-0.044921875,0.0,Signed 16 bit PCM,"(61740,)"
9101301D,Non-Target,Fraser_s Dolphin,0.56640625,0.61962890625,81920,1,-0.0126953125,0.0,Signed 16 bit PCM,"(50760,)"
9101301E,Non-Target,Fraser_s Dolphin,0.48876953,1.0149169921875,81920,1,0.049316406,0.0,Signed 16 bit PCM,"(83142,)"
9101301F,Non-Target,Fraser_s Dolphin,0.6870117,1.00576171875,81920,1,0.13916016,0.0,Signed 16 bit PCM,"(82392,)"
9101301G,Non-Target,Fraser_s Dolphin,0.7260742,0.93548583984375,81920,1,0.36572266,0.0,Signed 16 bit PCM,"(76635,)"
9101301H,Non-Target,Fraser_s Dolphin,0.5644531,1.343994140625,81920,1,0.083496094,0.0,Signed 16 bit PCM,"(110100,)"
9101301I,Non-Target,Fraser_s Dolphin,0.55908203,0.8294677734375,81920,1,0.033691406,0.0,Signed 16 bit PCM,"(67950,)"
9101301K,Non-Target,Fraser_s Dolphin,0.6401367,32.76039603960396,60600,1,0.044433594,0.0,Signed 16 bit PCM,"(1985280,)"
9101301L,Non-Target,Fraser_s Dolphin,0.5932617,32.76039603960396,60600,1,-0.11328125,0.0,Signed 16 bit PCM,"(1985280,)"
9101301M,Non-Target,Fraser_s Dolphin,0.6147461,30.346732673267326,60600,1,0.0029296875,0.0,Signed 16 bit PCM,"(1839012,)"
9101301N,Non-Target,Fraser_s Dolphin,0.6035156,28.834851485148516,60600,1,0.4580078,0.0,Signed 16 bit PCM,"(1747392,)"
9101301O,Non-Target,Fraser_s Dolphin,0.6040039,24.515907590759078,60600,1,0.09326172,0.0,Signed 16 bit PCM,"(1485664,)"
9101301P,Non-Target,Fraser_s Dolphin,0.5136719,28.324752475247525,60600,1,0.15917969,0.0,Signed 16 bit PCM,"(1716480,)"
Lagenodelphis_hosei_FR_clicks-and-wolf-whistle,Non-Target,Fraser_s Dolphin,0.12561035,32.19425,32000,1,0.0067749023,0.0,Microsoft ADPCM,"(1030216,)"
Lagenodelphis_hosei_FR_down-sweep,Non-Target,Fraser_s Dolphin,0.07159424,10.12,32000,1,-0.016326904,0.0,Microsoft ADPCM,"(323840,)"
Lagenodelphis_hosei_FR_up-sweeps,Non-Target,Fraser_s Dolphin,0.097229004,32.162625,32000,1,0.0063171387,0.0,Microsoft ADPCM,"(1029204,)"
Lagenodelphis_hosei_FR_whistles,Non-Target,Fraser_s Dolphin,0.19873047,63.756,32000,1,-0.012390137,0.0,Microsoft ADPCM,"(2040192,)"
59029001,Non-Target,"Grampus, Risso_s Dolphin",0.4477539,5.548266666666667,30000,1,0.06347656,0.0,Signed 16 bit PCM,"(166448,)"
59029002,Non-Target,"Grampus, Risso_s Dolphin",0.5253906,2.1331,30000,1,0.059570312,0.0,Signed 16 bit PCM,"(63993,)"
59029003,Non-Target,"Grampus, Risso_s Dolphin",0.38183594,6.3195,30000,1,0.06640625,0.0,Signed 16 bit PCM,"(189585,)"
59029007,Non-Target,"Grampus, Risso_s Dolphin",0.4951172,0.55936279296875,81920,1,0.018066406,0.0,Signed 16 bit PCM,"(45823,)"
5902900A,Non-Target,"Grampus, Risso_s Dolphin",0.54785156,0.67811279296875,81920,1,-0.0107421875,0.0,Signed 16 bit PCM,"(55551,)"
5902900J,Non-Target,"Grampus, Risso_s Dolphin",0.8857422,0.47498779296875,81920,1,0.0043945312,0.0,Signed 16 bit PCM,"(38911,)"
5902900M,Non-Target,"Grampus, Risso_s Dolphin",0.47998047,0.41873779296875,81920,1,-0.027832031,0.0,Signed 16 bit PCM,"(34303,)"
5902900R,Non-Target,"Grampus, Risso_s Dolphin",0.71533203,0.45623779296875,81920,1,0.026855469,0.0,Signed 16 bit PCM,"(37375,)"
5902900S,Non-Target,"Grampus, Risso_s Dolphin",0.68066406,0.50936279296875,81920,1,-0.0126953125,0.0,Signed 16 bit PCM,"(41727,)"
5902900U,Non-Target,"Grampus, Risso_s Dolphin",0.6298828,0.46873779296875,81920,1,0.036132812,0.0,Signed 16 bit PCM,"(38399,)"
5902900W,Non-Target,"Grampus, Risso_s Dolphin",0.63916016,0.42498779296875,81920,1,-0.018554688,0.0,Signed 16 bit PCM,"(34815,)"
5902900Y,Non-Target,"Grampus, Risso_s Dolphin",0.68115234,0.56561279296875,81920,1,0.0034179688,0.0,Signed 16 bit PCM,"(46335,)"
5902900Z,Non-Target,"Grampus, Risso_s Dolphin",0.6879883,0.32811279296875,81920,1,0.0390625,0.0,Signed 16 bit PCM,"(26879,)"
59029010,Non-Target,"Grampus, Risso_s Dolphin",0.6713867,0.46248779296875,81920,1,-0.024902344,0.0,Signed 16 bit PCM,"(37887,)"
59029014,Non-Target,"Grampus, Risso_s Dolphin",0.57373047,1.31561279296875,81920,1,0.032226562,0.0,Signed 16 bit PCM,"(107775,)"
59029016,Non-Target,"Grampus, Risso_s Dolphin",0.6489258,1.33748779296875,81920,1,0.032714844,0.0,Signed 16 bit PCM,"(109567,)"
59029017,Non-Target,"Grampus, Risso_s Dolphin",0.6542969,1.21248779296875,81920,1,-0.014160156,0.0,Signed 16 bit PCM,"(99327,)"
59030001,Non-Target,"Grampus, Risso_s Dolphin",0.49316406,5.1076,30000,1,-0.008300781,0.0,Signed 16 bit PCM,"(153228,)"
59030003,Non-Target,"Grampus, Risso_s Dolphin",0.42089844,5.8787666666666665,30000,1,-0.040039062,0.0,Signed 16 bit PCM,"(176363,)"
59030004,Non-Target,"Grampus, Risso_s Dolphin",0.4716797,4.9974,30000,1,0.0126953125,0.0,Signed 16 bit PCM,"(149922,)"
59030005,Non-Target,"Grampus, Risso_s Dolphin",0.50097656,3.234766666666667,30000,1,0.014160156,0.0,Signed 16 bit PCM,"(97043,)"
5903000A,Non-Target,"Grampus, Risso_s Dolphin",0.8598633,6.539766666666667,30000,1,0.051757812,0.0,Signed 16 bit PCM,"(196193,)"
5903000C,Non-Target,"Grampus, Risso_s Dolphin",0.58984375,5.2178,30000,1,0.008300781,0.0,Signed 16 bit PCM,"(156534,)"
5903000E,Non-Target,"Grampus, Risso_s Dolphin",0.6098633,4.904825,40000,1,0.016601562,0.0,Signed 16 bit PCM,"(196193,)"
5903000W,Non-Target,"Grampus, Risso_s Dolphin",0.5493164,1.63748779296875,81920,1,0.032226562,0.0,Signed 16 bit PCM,"(134143,)"
5903000Z,Non-Target,"Grampus, Risso_s Dolphin",0.5854492,1.67498779296875,81920,1,0.01171875,0.0,Signed 16 bit PCM,"(137215,)"
5903001Y,Non-Target,"Grampus, Risso_s Dolphin",0.3984375,1.08748779296875,81920,1,-0.015136719,0.0,Signed 16 bit PCM,"(89087,)"
5903001Z,Non-Target,"Grampus, Risso_s Dolphin",0.42626953,1.84061279296875,81920,1,0.025878906,0.0,Signed 16 bit PCM,"(150783,)"
59030021,Non-Target,"Grampus, Risso_s Dolphin",0.39501953,2.44998779296875,81920,1,-0.0053710938,0.0,Signed 16 bit PCM,"(200703,)"
59030023,Non-Target,"Grampus, Risso_s Dolphin",0.41503906,2.61248779296875,81920,1,0.036621094,0.0,Signed 16 bit PCM,"(214015,)"
59030024,Non-Target,"Grampus, Risso_s Dolphin",0.40576172,3.49998779296875,81920,1,-0.00048828125,0.0,Signed 16 bit PCM,"(286719,)"
59030026,Non-Target,"Grampus, Risso_s Dolphin",0.5605469,0.9609375,81920,1,0.009277344,0.0,Signed 16 bit PCM,"(78720,)"
59030029,Non-Target,"Grampus, Risso_s Dolphin",0.37304688,0.57498779296875,81920,1,0.04248047,0.0,Signed 16 bit PCM,"(47103,)"
5903002D,Non-Target,"Grampus, Risso_s Dolphin",0.39501953,1.1671875,81920,1,0.0063476562,0.0,Signed 16 bit PCM,"(95616,)"
5903002G,Non-Target,"Grampus, Risso_s Dolphin",0.44580078,0.94453125,81920,1,-0.03466797,0.0,Signed 16 bit PCM,"(77376,)"
5903002N,Non-Target,"Grampus, Risso_s Dolphin",0.55908203,1.4109375,81920,1,0.038085938,0.0,Signed 16 bit PCM,"(115584,)"
5903002Q,Non-Target,"Grampus, Risso_s Dolphin",0.5366211,0.7078125,81920,1,0.036132812,0.0,Signed 16 bit PCM,"(57984,)"
5903002S,Non-Target,"Grampus, Risso_s Dolphin",0.5854492,0.69375,81920,1,-0.0146484375,0.0,Signed 16 bit PCM,"(56832,)"
5903002T,Non-Target,"Grampus, Risso_s Dolphin",0.49023438,0.94453125,81920,1,-0.00048828125,0.0,Signed 16 bit PCM,"(77376,)"
5903002U,Non-Target,"Grampus, Risso_s Dolphin",0.6230469,0.609375,81920,1,-0.0126953125,0.0,Signed 16 bit PCM,"(49920,)"
59030032,Non-Target,"Grampus, Risso_s Dolphin",0.4272461,0.589208984375,81920,1,-0.0048828125,0.0,Signed 16 bit PCM,"(48268,)"
59030033,Non-Target,"Grampus, Risso_s Dolphin",0.4897461,0.39866943359375,81920,1,0.01171875,0.0,Signed 16 bit PCM,"(32659,)"
59030034,Non-Target,"Grampus, Risso_s Dolphin",0.39453125,0.24814453125,81920,1,-0.00048828125,0.0,Signed 16 bit PCM,"(20328,)"
59030035,Non-Target,"Grampus, Risso_s Dolphin",0.3720703,0.5534912109375,81920,1,-0.017089844,0.0,Signed 16 bit PCM,"(45342,)"
59030036,Non-Target,"Grampus, Risso_s Dolphin",0.4169922,0.406494140625,81920,1,0.0024414062,0.0,Signed 16 bit PCM,"(33300,)"
85009001,Non-Target,"Grampus, Risso_s Dolphin",0.52197266,35.625,40960,1,-0.045898438,0.0,Signed 16 bit PCM,"(1459200,)"
85009002,Non-Target,"Grampus, Risso_s Dolphin",0.5175781,35.625,40960,1,-0.09863281,0.0,Signed 16 bit PCM,"(1459200,)"
85009003,Non-Target,"Grampus, Risso_s Dolphin",0.2939453,2.5087333333333333,30000,1,0.008300781,0.0,Signed 16 bit PCM,"(75262,)"
85009005,Non-Target,"Grampus, Risso_s Dolphin",0.32128906,2.9692,30000,1,0.012207031,0.0,Signed 16 bit PCM,"(89076,)"
85009006,Non-Target,"Grampus, Risso_s Dolphin",0.3876953,4.6569666666666665,30000,1,0.010253906,0.0,Signed 16 bit PCM,"(139709,)"
85009007,Non-Target,"Grampus, Risso_s Dolphin",0.33154297,0.54609375,81920,1,-0.045410156,0.0,Signed 16 bit PCM,"(44736,)"
85009008,Non-Target,"Grampus, Risso_s Dolphin",0.50878906,0.525,81920,1,0.025878906,0.0,Signed 16 bit PCM,"(43008,)"
85009009,Non-Target,"Grampus, Risso_s Dolphin",0.3852539,0.38203125,81920,1,-0.030761719,0.0,Signed 16 bit PCM,"(31296,)"
8500900A,Non-Target,"Grampus, Risso_s Dolphin",0.36767578,0.3421875,81920,1,0.05859375,0.0,Signed 16 bit PCM,"(28032,)"
8500900I,Non-Target,"Grampus, Risso_s Dolphin",0.546875,0.37734375,81920,1,0.0107421875,0.0,Signed 16 bit PCM,"(30912,)"
8500900J,Non-Target,"Grampus, Risso_s Dolphin",0.4716797,0.37734375,81920,1,0.041015625,0.0,Signed 16 bit PCM,"(30912,)"
